Site_Id,Unit_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),Time (24:00),Field_Tech,DateVerified,WhoVerified,AirTemp (C),Year
D,,5/3/2007,0,5.9,6.5,0.9,2,20,,59,0:00,Not Recorded,,,15,2007
D,,5/31/2007,0,,6.5,1,1.1,27,,74,0:00,Not Recorded,,,23.33333333,2007
D,,6/14/2007,0,5.9,6.5,0.9,1.1,21,,67,0:00,Not Recorded,,,19.44444444,2007
D,,7/5/2007,0,3.9,6.5,0.5,0.9,24,,82,0:00,Not Recorded,,,27.77777778,2007
D,,7/19/2007,0,5.2,,0.8,0.9,29,,80,0:00,Not Recorded,,,26.66666667,2007
D,,8/2/2007,0,,7.5,0.8,1.1,31,,81,0:00,Not Recorded,,,27.22222222,2007
D,,8/21/2007,0,5.7,7,0.7,0.9,28,,80,0:00,Not Recorded,,,26.66666667,2007
D,,9/6/2007,0,,8.5,0.75,0.9,28,,83,0:00,Not Recorded,,,28.33333333,2007
D,,9/27/2007,0,4.1,8.5,0.5,0.8,26,,73,0:00,Not Recorded,,,22.77777778,2007
D,,10/11/2007,0,3.3,7,0.6,0.9,22,,66,0:00,Not Recorded,,,18.88888889,2007
D,,10/18/2007,0,,,0.75,0.85,23,,70,0:00,Not Recorded,,,21.11111111,2007
D,,11/1/2007,0,5.9,7,0.75,1,28,,68,0:00,Not Recorded,,,20,2007
D,,11/12/2007,,,7,0.8,1.1,18,,56,0:00,Not Recorded,,,13.33333333,2007
D,,12/6/2007,0,8.7,7,1,1,5,,37,0:00,Not Recorded,,,2.777777778,2007
D,,12/20/2007,0,6.3,6,1.1,1.1,7,,40,0:00,Not Recorded,,,4.444444444,2007
Bay,,1/4/2007,0,9,6.5,0.6,0.6,12,,54,0:00,S. Poe,,,12.22222222,2007
Bay,,1/18/2007,0,10.1,6.5,0.2,0.2,6,,47,0:00,S. Poe,,,8.333333333,2007
Bay,,2/2/2007,0,8.1,6.5,0.45,0.45,5,,42,0:00,S. Poe,,,5.555555556,2007
Bay,,2/15/2007,0,9.3,6.5,0.3,0.3,3,,26,0:00,S. Poe,,,-3.333333333,2007
Bay,,3/1/2007,,7.2,6.5,0.3,0.4,9,,48,0:00,S. Poe,,,8.888888889,2007
Bay,,3/21/2007,0,8.7,6.5,0.3,0.37,11,,51,0:00,S. Poe,,,10.55555556,2007
Bay,,4/6/2007,0,9.9,6.5,0.4,0.45,11,,46,0:00,S. Poe,,,7.777777778,2007
Bay,,4/19/2007,0,8.7,6.5,0.1,0.2,13,,57,0:00,S. Poe,,,13.88888889,2007
Bay,,5/3/2007,0,7.2,6.5,0.4,0.7,19,,59,0:00,S. Poe,,,15,2007
Bay,,5/24/2007,0,6.9,7,0.5,0.6,20,,65,0:00,S. Poe,,,18.33333333,2007
Bay,,5/31/2007,0,,6.5,0.45,0.65,24,,74,0:00,S. Poe,,,23.33333333,2007
Bay,,6/14/2007,0,8.8,6.5,7.4,7.4,20,,67,0:00,S. Poe,,,19.44444444,2007
Bay,,7/5/2007,0,,7.5,0.9,1,28,,74,0:00,S. Poe,,,23.33333333,2007
Bay,,7/19/2007,0,4.7,7,0.3,0.7,27,,80,0:00,S. Poe,,,26.66666667,2007
Bay,,8/2/2007,0,3.2,8,0.45,0.55,28,,78,0:00,S. Poe,,,25.55555556,2007
Bay,,8/21/2007,0,5.1,7.5,0.4,0.8,26,,80,0:00,S. Poe,,,26.66666667,2007
Bay,,9/6/2007,0,4.2,8.5,0.5,0.65,25,,81,0:00,S. Poe,,,27.22222222,2007
Bay,,9/27/2007,0,3.2,8,0.5,0.9,25,,73,0:00,S. Poe,,,22.77777778,2007
Bay,,10/11/2007,0,3.2,7,0.4,0.7,23,,65,0:00,S. Poe,,,18.33333333,2007
Bay,,10/18/2007,0,4.2,,0.4,0.8,21,,70,0:00,S. Poe,,,21.11111111,2007
Bay,,11/1/2007,0,3.7,7,0.4,0.7,28,,68,0:00,S. Poe,,,20,2007
Bay,,11/12/2007,0,4.1,7,0.55,0.6,13,,57,0:00,S. Poe,,,13.88888889,2007
Bay,,12/6/2007,0,6.8,7,0.25,0.25,5,,37,0:00,S. Poe,,,2.777777778,2007
Bay,,12/20/2007,0,6.3,7,0.4,0.6,6,,39,0:00,S. Poe,,,3.888888889,2007
A,,1/3/2008,0,,6.5,1,1.3,4,,29,0:00,Not Recorded,,,-1.666666667,2008
A,,1/17/2008,1,,6.5,1.2,1.3,6,,42,0:00,Not Recorded,,,5.555555556,2008
A,,2/7/2008,0,,6.5,0.2,0.9,15,,61,0:00,Not Recorded,,,16.11111111,2008
A,,2/19/2008,0,5.1,6.5,0.7,2.1,12,,46,0:00,Not Recorded,,,7.777777778,2008
A,,3/7/2008,0,,6.5,0.9,0.9,4,,45,0:00,Not Recorded,,,7.222222222,2008
A,,3/21/2008,0,4.8,6.5,0.8,1.5,15,,48,0:00,Not Recorded,,,8.888888889,2008
A,,4/3/2009,0,,7,0.5,1.2,14,,48,0:00,Not Recorded,,,8.888888889,2009
A,,4/17/2008,0,4,6.5,0.5,1.2,16,,59,0:00,Not Recorded,,,15,2008
A,,5/22/2008,0,4.3,7,0.6,1,22,,67,0:00,Not Recorded,,,19.44444444,2008
A,,6/5/2008,0,,8.2,0.6,0.8,28,,79,0:00,Not Recorded,,,26.11111111,2008
A,,6/19/2008,1,5.2,7,0.6,0.7,27,,,N/A,Not Recorded,,,-17.77777778,2008
A,,7/3/2008,1,,7,0.8,0.1,29,,86,0:00,Not Recorded,,,30,2008
A,,7/21/2008,1,3.8,6.5,0.7,1.3,32,,85,0:00,Not Recorded,,,29.44444444,2008
A,,8/7/2008,0,,6.5,0.6,1,29,,80,0:00,Not Recorded,,,26.66666667,2008
A,,8/21/2008,,,6.5,0.7,0.9,26,,75,0:00,Not Recorded,,,23.88888889,2008
A,,9/9/2008,1,,,0.5,1,28,,74,0:00,Not Recorded,,,23.33333333,2008
A,,9/23/2008,1,6.6,7,0.5,0.5,20,,68,0:00,Not Recorded,,,20,2008
A,,10/9/2008,0,,6.5,0.8,1,21.5,,70,0:00,Not Recorded,,,21.11111111,2008
A,,10/28/2008,1,,7,0.9,0.9,13,,45,0:00,Not Recorded,,,7.222222222,2008
A,,11/6/2008,1,6.8,6.5,0.8,0.85,15,,60,0:00,Not Recorded,,,15.55555556,2008
A,,11/18/2008,1,,6.5,0.5,0.5,8.5,,42,0:00,Not Recorded,,,5.555555556,2008
A,,12/4/2008,1,,6.5,1.6,1.7,8,,48,0:00,Not Recorded,,,8.888888889,2008
A,,12/16/2008,1,,6.5,0.55,0.55,10,,49,0:00,Not Recorded,,,9.444444444,2008
B,,1/3/2008,0,,7,0.4,0.4,0,,29,0:00,Not Recorded,,,-1.666666667,2008
B,,1/17/2008,1,4.9,7,0.7,0.9,5,,42,0:00,Not Recorded,,,5.555555556,2008
B,,2/7/2008,0,,7,0.45,0.45,15,,61,0:00,Not Recorded,,,16.11111111,2008
B,,2/19/2008,0,6.2,,0.53,0.53,12,,47,0:00,Not Recorded,,,8.333333333,2008
B,,3/7/2008,0,,7,,,5,,45,,Not Recorded,,,7.222222222,2008
B,,3/21/2008,0,6.9,8,0.6,0.6,13,,49,0:00,Not Recorded,,,9.444444444,2008
B,,4/3/2008,0,,8.5,0.2,0.6,14,,48,0:00,Not Recorded,,,8.888888889,2008
B,,4/17/2008,0,5.3,8.5,0.55,0.55,13,,59,0:00,Not Recorded,,,15,2008
B,,5/8/2008,0,,6.5,0.3,1,22,,70,0:00,Not Recorded,,,21.11111111,2008
B,,5/22/2008,0,5.2,7,0.4,0.4,22,,68,0:00,Not Recorded,,,20,2008
B,,6/5/2008,0,,8,0.4,0.4,27,,79,0:00,Not Recorded,,,26.11111111,2008
B,,6/19/2008,1,5.9,7.5,0.2,0.4,26,,,N/A,Not Recorded,,,-17.77777778,2008
B,,7/3/2008,1,,7,0.3,0.3,28,,87,0:00,Not Recorded,,,30.55555556,2008
B,,7/21/2008,1,2.8,7.5,2.5,2.5,30,,85,0:00,Not Recorded,,,29.44444444,2008
B,,8/7/2008,0,,8.5,0.35,0.35,28,,80,0:00,Not Recorded,,,26.66666667,2008
B,,8/21/2008,,,7,0.2,0.2,26,,75,0:00,Not Recorded,,,23.88888889,2008
B,,9/9/2008,1,,,0.2,0.2,28,,74,0:00,Not Recorded,,,23.33333333,2008
B,,9/23/2008,2,3.9,7,0.1,0.2,20,,68,0:00,Not Recorded,,,20,2008
B,,10/9/2008,0,,6.5,0.2,0.3,21,,70,0:00,Not Recorded,,,21.11111111,2008
B,,10/28/2008,1,,7.5,0.3,0.3,11,,45,0:00,Not Recorded,,,7.222222222,2008
B,,11/6/2008,3,7,7.5,0.3,0.3,15,,60,0:00,Not Recorded,,,15.55555556,2008
B,,11/18/2008,1,,7,0.4,0.5,7,,42,0:00,Not Recorded,,,5.555555556,2008
B,,12/4/2008,0,,,0.4,0.4,8,,47,0:00,Not Recorded,,,8.333333333,2008
B,,12/16/2008,1,,7,0.6,0.6,11,,49,0:00,Not Recorded,,,9.444444444,2008
C,,1/3/2008,0,,7,0.65,0.7,0,,29,0:00,Not Recorded,,,-1.666666667,2008
C,,1/17/2008,1,,7,0.6,0.6,5,,42,0:00,Not Recorded,,,5.555555556,2008
C,,2/7/2008,0,4.3,7,0.7,0.7,16,,61,0:00,Not Recorded,,,16.11111111,2008
C,,2/19/2008,0,,7,0.7,0.7,12,,48,0:00,Not Recorded,,,8.888888889,2008
C,,3/7/2008,0,5.2,7,0.6,0.6,4,,45,0:00,Not Recorded,,,7.222222222,2008
C,,3/21/2008,0,,8,0.5,0.5,14,,49,0:00,Not Recorded,,,9.444444444,2008
C,,4/3/2008,0,6.5,7,0.3,0.5,13,,48,0:00,Not Recorded,,,8.888888889,2008
C,,5/8/2008,0,2.3,7,0.4,0.6,20,,70,0:00,Not Recorded,,,21.11111111,2008
C,,5/22/2008,0,,7,0.45,0.6,22,,68,0:00,Not Recorded,,,20,2008
C,,6/5/2008,0,5.4,8,0.25,0.4,29,,78,0:00,Not Recorded,,,25.55555556,2008
C,,6/19/2008,2,,8.5,0.25,0.5,27,,,N/A,Not Recorded,,,-17.77777778,2008
C,,7/3/2008,1,5.1,7,0.4,0.4,29,,87,0:00,Not Recorded,,,30.55555556,2008
C,,7/21/2008,1,,8,0.3,0.4,31,,85,0:00,Not Recorded,,,29.44444444,2008
C,,8/7/2008,2,,7,0.35,0.35,28,,80,0:00,Not Recorded,,,26.66666667,2008
C,,8/21/2008,,5.5,8,0.2,0.2,5.5,,75,0:00,Not Recorded,,,23.88888889,2008
C,,9/9/2008,1,3.1,7.5,0.2,0.2,28,,74,0:00,Not Recorded,,,23.33333333,2008
C,,9/23/2008,1,,8,0.1,0.1,21,,68,0:00,Not Recorded,,,20,2008
C,,10/9/2008,0,3.9,8,0.2,0.2,21,,70,0:00,Not Recorded,,,21.11111111,2008
C,,10/28/2008,1,6.3,8,0.4,0.5,10,,45,0:00,Not Recorded,,,7.222222222,2008
C,,11/6/2008,2,,7.5,0.3,0.3,15,,60,0:00,Not Recorded,,,15.55555556,2008
C,,11/18/2008,1,6.3,7,0.5,0.5,8,,41,0:00,Not Recorded,,,5,2008
C,,12/4/2008,0,7.1,6,0.9,1.5,8,,47,0:00,Not Recorded,,,8.333333333,2008
C,,12/16/2008,1,6.4,7.5,0.3,0.5,10,,49,0:00,Not Recorded,,,9.444444444,2008
D,,1/3/2008,0,,6.5,0.8,0.9,3,,29,0:00,Not Recorded,,,-1.666666667,2008
D,,1/17/2008,1,5.1,6.5,0.9,1.3,6,,42,0:00,Not Recorded,,,5.555555556,2008
D,,2/7/2008,0,6.5,6.5,1.9,1.9,15,,62,0:00,Not Recorded,,,16.66666667,2008
D,,2/19/2008,0,,6.5,1.2,1.3,12,,48,0:00,Not Recorded,,,8.888888889,2008
D,,3/7/2008,0,8.1,6.5,1.2,2,4,,45,0:00,Not Recorded,,,7.222222222,2008
D,,3/21/2008,0,,6.5,0.9,1.5,13,,49,0:00,Not Recorded,,,9.444444444,2008
D,,4/3/2008,0,7,6.5,0.7,1.3,12,,47,0:00,Not Recorded,,,8.333333333,2008
D,,4/17/2008,0,,6.5,0.95,1.2,25,,60,0:00,Not Recorded,,,15.55555556,2008
D,,5/8/2008,0,2.2,6,0.3,1.5,20,,70,0:00,Not Recorded,,,21.11111111,2008
D,,5/22/2008,0,,6.5,0.6,1.5,22,,68,0:00,Not Recorded,,,20,2008
D,,6/5/2008,0,5,7,0.7,1.3,28,,83,0:00,Not Recorded,,,28.33333333,2008
D,,6/19/2008,1,,6.5,0.5,1.3,25,,,N/A,Not Recorded,,,-17.77777778,2008
D,,7/3/2008,1,4.6,7,0.6,1.2,27,,83,0:00,Not Recorded,,,28.33333333,2008
D,,7/21/2008,1,,7.5,0.9,1.2,32,,85,0:00,Not Recorded,,,29.44444444,2008
D,,8/7/2008,0,5,6.5,0.7,1.2,28,,79,0:00,Not Recorded,,,26.11111111,2008
D,,8/21/2008,,5.1,6.5,0.6,1.3,26,,75,0:00,Not Recorded,,,23.88888889,2008
D,,9/9/2008,1,6,6.5,0.7,1.2,27,,73,0:00,Not Recorded,,,22.77777778,2008
D,,9/23/2008,0,,7,0.1,0.15,20,,68,0:00,Not Recorded,,,20,2008
D,,10/9/2008,0,6,6.5,1,1.4,21,,69,0:00,Not Recorded,,,20.55555556,2008
D,,10/28/2008,1,8.1,6.5,1.2,1.4,12,,45,0:00,Not Recorded,,,7.222222222,2008
D,,11/6/2008,2,,6.5,1,1.2,15,,60,0:00,Not Recorded,,,15.55555556,2008
D,,11/18/2008,1,6,6.5,0.7,1.4,10,,41,0:00,Not Recorded,,,5,2008
D,,12/4/2008,0,,6.5,0.35,0.35,7,,47,0:00,Not Recorded,,,8.333333333,2008
D,,12/16/2008,1,6.4,6.5,0.7,1.5,11,,49,0:00,Not Recorded,,,9.444444444,2008
Bay,,1/3/2008,0,,7,0.2,0.4,1,,29,,S. Poe,,,-1.666666667,2008
Bay,,1/17/2008,1,7.1,7,0.3,0.3,6,,42,0:00,S. Poe,,,5.555555556,2008
Bay,,2/7/2008,0,3,7,0.2,0.8,15,,61,0:00,S. Poe,,,16.11111111,2008
Bay,,2/19/2008,0,5.3,7,0.3,0.7,11,,45,0:00,S. Poe,,,7.222222222,2008
Bay,,3/7/2008,0,4,7,0.3,0.7,5,,45,0:00,S. Poe,,,7.222222222,2008
Bay,,3/21/2008,0,7.5,7,0.2,0.7,12,,48,0:00,S. Poe,,,8.888888889,2008
Bay,,4/3/2008,1,7.9,7,0.3,0.4,12,,47,0:00,S. Poe,,,8.333333333,2008
Bay,,4/17/2008,0,6.4,7,0.25,0.25,12,,59,0:00,S. Poe,,,15,2008
Bay,,5/8/2008,0,5.3,7,0.3,1,20,,70,0:00,S. Poe,,,21.11111111,2008
Bay,,5/22/2008,0,,7,0.6,0.85,19,,67,0:00,S. Poe,,,19.44444444,2008
Bay,,6/5/2008,0,4.9,7.2,0.6,0.88,26,,83,0:00,S. Poe,,,28.33333333,2008
Bay,,6/19/2008,4,6.2,7,0.5,0.6,24.5,,75,0:00,S. Poe,,,23.88888889,2008
Bay,,7/3/2008,1,7.3,8,0.4,0.4,26,,81,0:00,S. Poe,,,27.22222222,2008
Bay,,7/21/2008,2,5.6,8.5,0.6,0.7,28,,83,0:00,S. Poe,,,28.33333333,2008
Bay,,8/7/2008,3,6.6,8,0.7,0.7,26,,78,0:00,S. Poe,,,25.55555556,2008
Bay,,8/21/2008,,5.9,8,0.6,0.6,23,,75,0:00,S. Poe,,,23.88888889,2008
Bay,,9/9/2008,2,4.5,6,0.7,0.825,25,,73,0:00,S. Poe,,,22.77777778,2008
Bay,,9/23/2008,3,3.7,8,1,1,20,,68,0:00,S. Poe,,,20,2008
Bay,,10/9/2008,0,5.3,7,0.5,0.6,20,,68,0:00,S. Poe,,,20,2008
Bay,,10/28/2008,3,7,7.5,0.7,0.9,11,,45,0:00,S. Poe,,,7.222222222,2008
Bay,,11/6/2008,3,5.9,7,0.2,0.3,20,,59,0:00,S. Poe,,,15,2008
Bay,,11/18/2008,1,9.3,7,0.7,0.7,9,,41,0:00,S. Poe,,,5,2008
Bay,,12/4/2008,1,6.6,7,0.7,0.7,7,,47,0:00,S. Poe,,,8.333333333,2008
Bay,,12/16/2008,1,5.6,6.5,0.6,0.85,12,,49,0:00,S. Poe,,,9.444444444,2008
A,,1/8/2009,,,6.5,0.7,0.7,0.9,,43.7,16:48,Not Recorded,,,6.5,2009
A,,1/27/2009,0,6.9,6.5,0.5,0.8,4,,38,0:00,Not Recorded,,,3.333333333,2009
A,,2/5/2009,0,,6.5,0.4,0.4,2,,26,0:00,Not Recorded,,,-3.333333333,2009
A,,2/19/2009,0,5.2,6.5,0.8,0.9,10,,55,0:00,Not Recorded,,,12.77777778,2009
A,,3/5/2009,,,6.5,0.75,0.75,8,,40,0:00,Not Recorded,,,4.444444444,2009
A,,3/17/2009,,7.1,6.5,0.6,8.5,9,,46,0:00,Not Recorded,,,7.777777778,2009
A,,4/5/2009,0,,7,0.5,0.8,15,,48,0:00,Not Recorded,,,8.888888889,2009
A,,4/21/2009,0,3.7,6.5,0.4,0.6,19,,61,0:00,Not Recorded,,,16.11111111,2009
A,,5/7/2009,0,,6.5,0.4,0.6,22,,69,0:00,Not Recorded,,,20.55555556,2009
A,,5/21/2009,0,4.1,7,0.5,0.7,21,,61,0:00,Not Recorded,,,16.11111111,2009
A,,6/2/2009,0,,7,0.5,0.5,27,,76,0:00,Not Recorded,,,24.44444444,2009
A,,6/23/2009,0,4.2,7,0.5,0.5,16,,73,0:00,Not Recorded,,,22.77777778,2009
A,,7/7/2009,0,,6.5,0.6,0.6,28,,76,0:00,Not Recorded,,,24.44444444,2009
A,,7/21/2009,0,3.2,6.5,0.45,0.45,27,,72,0:00,Not Recorded,,,22.22222222,2009
A,,8/4/2009,0,,6.5,0.5,0.5,30,,82,0:00,Not Recorded,,,27.77777778,2009
A,,8/20/2009,0,3.5,6.5,0.5,0.5,29,,80,0:00,Not Recorded,,,26.66666667,2009
A,,9/1/2009,0,,6.5,0.3,0.6,23,,70,0:00,Not Recorded,,,21.11111111,2009
A,,9/17/2009,0,1.9,6.5,0.3,0.6,24,,70,0:00,Not Recorded,,,21.11111111,2009
A,,10/1/2009,0,,6.5,0.5,0.7,20,,69,0:00,Not Recorded,,,20.55555556,2009
A,,10/20/2009,0,6.3,6.5,0.5,0.5,14,,42,0:00,Not Recorded,,,5.555555556,2009
A,,11/5/2009,0,5.9,,0.5,0.5,16,,60,0:00,Not Recorded,,,15.55555556,2009
A,,11/20/2009,0,,6.5,0.5,0.8,15,,58,0:00,Not Recorded,,,14.44444444,2009
A,,12/1/2009,0,6.4,6.5,0.7,0.7,12,,46,0:00,Not Recorded,,,7.777777778,2009
A,,12/15/2009,1,,6.5,0.5,0.8,11,,51,0:00,Not Recorded,,,10.55555556,2009
B,,1/8/2009,,,6.5,0.5,0.5,8,,43,0:00,Not Recorded,,,6.111111111,2009
B,,1/27/2009,0,8,7,0.3,0.3,4,,38,0:00,Not Recorded,,,3.333333333,2009
B,,2/5/2009,0,,7,0.4,0.4,1,,26,0:00,Not Recorded,,,-3.333333333,2009
B,,2/19/2009,0,8,7,0.25,0.25,10,,55,0:00,Not Recorded,,,12.77777778,2009
B,,3/5/2009,0,,7,0.2,0.2,8,,40,0:00,Not Recorded,,,4.444444444,2009
B,,3/17/2009,,8.6,7,0.45,0.45,9,,44,0:00,Not Recorded,,,6.666666667,2009
B,,4/5/2009,0,,7.5,0.2,0.2,13,,48,0:00,Not Recorded,,,8.888888889,2009
B,,4/21/2009,0,5.3,8,0.4,0.6,21,,62,0:00,Not Recorded,,,16.66666667,2009
B,,5/7/2009,0,,7,0.1,0.3,22,,69,0:00,Not Recorded,,,20.55555556,2009
B,,5/21/2009,0,4.8,9,0.1,0.3,20,,61,0:00,Not Recorded,,,16.11111111,2009
B,,6/2/2009,0,,7,0.9,0.9,28,,76,0:00,Not Recorded,,,24.44444444,2009
B,,6/23/2009,0,0.8,8.5,0.2,0.2,27,,73,0:00,Not Recorded,,,22.77777778,2009
B,,7/7/2009,0,,7,0.2,0.2,27,,76,0:00,Not Recorded,,,24.44444444,2009
B,,7/21/2009,0,1.8,7,0.5,0.5,25,,72,0:00,Not Recorded,,,22.22222222,2009
B,,8/4/2009,0,,7.5,0.28,0.28,30,,82,0:00,Not Recorded,,,27.77777778,2009
B,,8/20/2009,0,4.3,7.5,0.4,0.4,29,,81,0:00,Not Recorded,,,27.22222222,2009
B,,9/1/2009,0,,7.5,0.5,0.6,21,,70,0:00,Not Recorded,,,21.11111111,2009
B,,9/17/2009,0,1.1,6.5,0.1,0.6,24,,78,0:00,Not Recorded,,,25.55555556,2009
B,,10/1/2009,0,,6.5,0.5,0.5,20,,69,0:00,Not Recorded,,,20.55555556,2009
B,,10/20/2009,0,6.8,7,0.5,0.5,13,,58,0:00,Not Recorded,,,14.44444444,2009
B,,11/5/2009,0,,7,0.6,0.6,17,,60,0:00,Not Recorded,,,15.55555556,2009
B,,11/20/2009,0,,6.5,0.48,0.48,16,,58,0:00,Not Recorded,,,14.44444444,2009
B,,12/1/2009,0,5.3,7,0.58,0.58,10,,47,0:00,Not Recorded,,,8.333333333,2009
B,,12/15/2009,1,,6.5,0.4,0.4,10,,51,0:00,Not Recorded,,,10.55555556,2009
C,,1/8/2009,,5.9,6.5,0.5,0.5,8.5,,46,0:00,Not Recorded,,,7.777777778,2009
C,,1/27/2009,0,,7,0.5,0.5,4,,38,0:00,Not Recorded,,,3.333333333,2009
C,,2/5/2009,0,8.4,7,0.5,0.5,1,,26,0:00,Not Recorded,,,-3.333333333,2009
C,,2/19/2009,0,,7,0.5,0.5,11,,55,0:00,Not Recorded,,,12.77777778,2009
C,,3/5/2009,0,7.5,6.5,0.5,0.5,8,,40,0:00,Not Recorded,,,4.444444444,2009
C,,3/17/2009,,,7,0.6,0.6,9,,44,0:00,Not Recorded,,,6.666666667,2009
C,,4/5/2009,0,5.3,6.5,0.5,0.5,12,,48,0:00,Not Recorded,,,8.888888889,2009
C,,4/21/2009,0,,8.5,0.35,0.35,20,,63,0:00,Not Recorded,,,17.22222222,2009
C,,5/7/2009,0,6,,0.4,0.4,22,,70,N/A,Not Recorded,,,21.11111111,2009
C,,5/21/2009,0,,8,0.4,0.4,20,,62,0:00,Not Recorded,,,16.66666667,2009
C,,6/2/2009,,3.9,9,0.4,0.4,28,,75,0:00,Not Recorded,,,23.88888889,2009
C,,6/23/2009,0,,9,0.4,0.8,30,,74,0:00,Not Recorded,,,23.33333333,2009
C,,7/7/2009,0,4.2,6.5,0.35,0.35,26,,75,0:00,Not Recorded,,,23.88888889,2009
C,,7/21/2009,0,,7,0.5,0.5,26,,73,0:00,Not Recorded,,,22.77777778,2009
C,,8/4/2009,0,2.5,,0.4,0.4,28,,80,0:00,Not Recorded,,,26.66666667,2009
C,,8/20/2009,0,,7.5,,,29,,81,0:00,Not Recorded,,,27.22222222,2009
C,,9/1/2009,0,4.6,7.5,0.6,0.6,22,,70,0:00,Not Recorded,,,21.11111111,2009
C,,10/1/2009,0,4.2,7,0.3,0.3,21,,69,0:00,Not Recorded,,,20.55555556,2009
C,,10/20/2009,0,,7,0.25,0.25,14.5,,58,0:00,Not Recorded,,,14.44444444,2009
C,,11/5/2009,0,,7.5,0.5,0.5,17,,60,0:00,Not Recorded,,,15.55555556,2009
C,,11/20/2009,0,5.3,6.5,0.5,0.5,16,,58,0:00,Not Recorded,,,14.44444444,2009
C,,12/1/2009,0,,6.5,0.5,0.5,12,,48,0:00,Not Recorded,,,8.888888889,2009
C,,12/15/2009,2,6.3,6.5,0.67,0.67,11,,51,0:00,Not Recorded,,,10.55555556,2009
D,,1/8/2009,,6.1,6.5,0.3,1.6,9,,46,0:00,Not Recorded,,,7.777777778,2009
D,,1/27/2009,0,,6.5,0.6,1.5,4,,38,0:00,Not Recorded,,,3.333333333,2009
D,,2/5/2009,0,9.7,6.5,0.7,1.4,2,,26,0:00,Not Recorded,,,-3.333333333,2009
D,,2/19/2009,0,,6.5,1.9,2.5,9,,56,0:00,Not Recorded,,,13.33333333,2009
D,,3/5/2009,0,8,7,0.9,1.6,,,40,0:00,Not Recorded,,,4.444444444,2009
D,,3/17/2009,,,6.5,0.7,1.6,9,,44,0:00,Not Recorded,,,6.666666667,2009
D,,4/5/2009,0,6.7,6.5,0.5,1.5,14,,48,0:00,Not Recorded,,,8.888888889,2009
D,,4/21/2009,0,,6.5,0.7,1.6,18,,63,0:00,Not Recorded,,,17.22222222,2009
D,,5/7/2009,0,5,7,0.6,1.7,23,,70,0:00,Not Recorded,,,21.11111111,2009
D,,5/21/2009,0,,6.5,0.5,1.6,22,,62,0:00,Not Recorded,,,16.66666667,2009
D,,6/2/2009,0,4,6.5,0.7,1.5,26,,73,N/A,Not Recorded,,,22.77777778,2009
D,,6/23/2009,0,,6.5,0.7,1.6,27,,74,0:00,Not Recorded,,,23.33333333,2009
D,,7/7/2009,0,4,6.5,1.6,1.7,26,,75,0:00,Not Recorded,,,23.88888889,2009
D,,7/21/2009,0,,6.5,0.7,1.3,26,,73,0:00,Not Recorded,,,22.77777778,2009
D,,8/4/2009,0,4.8,6.5,0.7,1.4,,,80,0:00,Not Recorded,,,26.66666667,2009
D,,8/20/2009,0,,7.5,0.8,1.4,30,,81,0:00,Not Recorded,,,27.22222222,2009
D,,9/1/2009,1,7.7,6,0.5,1.5,21,,70,0:00,Not Recorded,,,21.11111111,2009
D,,9/17/2009,0,,6.5,0.5,2.6,23,,70,0:00,Not Recorded,,,21.11111111,2009
D,,10/1/2009,0,3.8,6,1.6,1.7,20,,69,0:00,Not Recorded,,,20.55555556,2009
D,,10/20/2009,0,,6.5,1.4,1.5,14,,58,0:00,Not Recorded,,,14.44444444,2009
D,,11/5/2009,0,,6.5,0.1,1.5,16,,60,0:00,Not Recorded,,,15.55555556,2009
D,,11/20/2009,0,6,6,0.8,1.6,15,,58,0:00,Not Recorded,,,14.44444444,2009
D,,12/1/2009,0,,6,1.2,1.6,12,,48,0:00,Not Recorded,,,8.888888889,2009
D,,12/15/2009,2,7.2,5.5,1.3,1.65,10,,51,0:00,Not Recorded,,,10.55555556,2009
Bay,,1/8/2009,,6.1,7,0.15,0.7,8.5,,46,N/A,S. Poe,,,7.777777778,2009
Bay,,1/27/2009,0,6.4,7,0.03,0.03,5,,38,0:00,S. Poe,,,3.333333333,2009
Bay,,2/5/2009,1,9.1,7,0.3,0.3,2,,26,0:00,S. Poe,,,-3.333333333,2009
Bay,,2/19/2009,1,9,7,3.5,3.5,12,,55,0:00,S. Poe,,,12.77777778,2009
Bay,,3/5/2009,1,9,7,0.3,0.3,12,,40,0:00,S. Poe,,,4.444444444,2009
Bay,,3/17/2009,,6.6,7,0.3,0.3,9,,46,0:00,S. Poe,,,7.777777778,2009
Bay,,4/5/2009,0,7.5,7,0.3,0.8,15,,48,0:00,S. Poe,,,8.888888889,2009
Bay,,4/21/2009,0,6.3,7,0.5,0.8,,,61,0:00,S. Poe,,,16.11111111,2009
Bay,,5/7/2009,0,6.9,7,0.5,1.1,21,,69,0:00,S. Poe,,,20.55555556,2009
Bay,,5/21/2009,0,8.1,8.5,0.03,0.03,19,,60,0:00,S. Poe,,,15.55555556,2009
Bay,,6/2/2009,0,5.8,8.5,0.5,0.5,24,,73,0:00,S. Poe,,,22.77777778,2009
Bay,,6/23/2009,0,6.6,9,0.7,0.7,24,,73,0:00,S. Poe,,,22.77777778,2009
